lang_name,count,year
Proto-Tibeto-Burman,1,1906
Frankish,55,1906
Seneca,1,1906
Swedish,3,1906
Spanish,31,1906
Unami,3,1906
Miami,3,1906
Russian,14,1906
Min Nan,1,1906
Oscan,1,1906
Akkadian,6,1906
Proto-Brythonic,7,1906
Hebrew,65,1906
Laurentian,2,1906
Armenian,1,1906
Slavic,6,1906
Norman,1,1906
Irish,44,1906
Classical Nahuatl,3,1906
Mandarin,8,1906
Old Welsh,1,1906
Proto-Mongolic,1,1906
Iranian,6,1906
Cornish,2,1906
Khoekhoe,1,1906
Saxon,8,1906
Etruscan,3,1906
Lombardic,7,1906
Chinese,5,1906
Dakota,2,1906
Gaelic,8,1906
Sanskrit,14,1906
Choctaw,3,1906
Taíno,4,1906
Gaulish,1,1906
Portuguese,7,1906
Algonquin,3,1906
Serbo-Croatian,1,1906
Proto-Turkic,6,1906
Omaha-Ponca,1,1906
Old Occitan,3,1906
Welsh,7,1906
Avar,1,1906
Proto-Sino-Tibetan,5,1906
Plains Apache,1,1906
Danish,8,1906
Hindi,5,1906
Gothic,4,1906
Phoenician,3,1906
Kongo,1,1906
Norwegian,3,1906
Narragansett,1,1906
Czech,1,1906
Menominee,1,1906
Nahuatl,2,1906
Polish,4,1906
Vietnamese,2,1906
Old Breton,1,1906
Middle Welsh,1,1906
Caribbean Hindustani,1,1906
Mohegan-Pequot,2,1906
Caddo,1,1906
Urdu,1,1906
Proto-Algonquian,2,1906
Livonian,1,1906
Punjabi,2,1906
Proto-Scythian,2,1906
Urartian,1,1906
Cree,2,1906
Mohawk,1,1906
Cebuano,1,1906
Kansa,1,1906
Aramaic,2,1906
Egyptian,3,1906
Ojibwe,1,1906
Cantonese,1,1906
Manx,1,1906
Khmer,1,1906
Azerbaijani,3,1906
Onondaga,1,1906
Catalan,2,1906
Cayuga,1,1906
Scots,5,1906
Lushootseed,1,1906
Ute,1,1906
Semitic,1,1906
Mundari,1,1906
Iberian,1,1906
O'odham,1,1906
Shawnee,1,1906
Tamil,1,1906
Neapolitan,1,1906
Saterland Frisian,1,1906
Basque,2,1906
Maguindanao,1,1906
Powhatan,1,1906
Proto-Nuclear Polynesian,1,1906
Wyandot,1,1906
Ukrainian,1,1906
Marathi,1,1906
Proto-Finnic,1,1906
Maori,1,1906
Korean,2,1906
Quechua,2,1906
Old Turkic,1,1906
Venetian,1,1906
Malayalam,1,1906
Lombard,2,1906
Chibcha,1,1906
Turkish,1,1906
Translingual,1,1906
Ramandi,1,1906
Lakota,1,1906
Hungarian,1,1906
English,1869,1907
German,2349,1907
Norse,95,1907
Arabic,44,1907
Latin,2195,1907
Itali,372,1907
Anglo-Norman,322,1907
Greek,401,1907
Dutch,94,1907
French,795,1907
Old Tupi,2,1907
Proto-Hellenic,59,1907
Celtic,54,1907
Potawatomi,2,1907
Moore,1,1907
Taíno,8,1907
Persian,14,1907
Frankish,56,1907
Sumerian,9,1907
Unami,1,1907
Japanese,11,1907
Welsh,10,1907
Seneca,1,1907
Spanish,28,1907
Khoekhoe,1,1907
Oscan,1,1907
Norman,2,1907
Hebrew,64,1907
Proto-Tibeto-Burman,1,1907
Min Nan,1,1907
Swedish,5,1907
Mandarin,4,1907
Irish,50,1907
Laurentian,2,1907
Russian,11,1907
Akkadian,7,1907
Proto-Brythonic,5,1907
Cornish,2,1907
Armenian,2,1907
Algonquin,4,1907
Sanskrit,17,1907
Miami,3,1907
Nahuatl,2,1907
Lakota,1,1907
Lombardic,7,1907
Iranian,10,1907
Portuguese,6,1907
Classical Nahuatl,2,1907
Choctaw,2,1907
Vietnamese,1,1907
Dakota,2,1907
Saxon,7,1907
Kongo,1,1907
Gaulish,3,1907
Menominee,1,1907
Gaelic,10,1907
Wyandot,1,1907
Slavic,9,1907
Old Breton,2,1907
Phoenician,6,1907
Ojibwe,6,1907
Old Welsh,1,1907
Hindi,2,1907
Egyptian,4,1907
Serbo-Croatian,2,1907
Gothic,2,1907
Caribbean Hindustani,1,1907
Breton,3,1907
Navajo,2,1907
Avar,1,1907
Punjabi,1,1907
Proto-Sino-Tibetan,5,1907
Hawaiian,2,1907
Kansa,1,1907
Aramaic,3,1907
Chinese,6,1907
Mundari,5,1907
Norwegian,2,1907
Narragansett,1,1907
Catalan,1,1907
Proto-Turkic,5,1907
Mohegan-Pequot,1,1907
Ukrainian,2,1907
Polish,6,1907
Omaha-Ponca,1,1907
Mohawk,1,1907
Elamite,1,1907
Bengali,1,1907
Proto-Nuclear Polynesian,2,1907
Cherokee,1,1907
Korean,1,1907
Saterland Frisian,2,1907
Onondaga,1,1907
Waray-Waray,1,1907
Urartian,1,1907
Hungarian,1,1907
Provençal,1,1907
Ute,1,1907
Quechua,2,1907
Proto-Nahuan,2,1907
Etruscan,3,1907
Basque,1,1907
Shawnee,1,1907
Mi'kmaq,1,1907
Maori,1,1907
Luwian,1,1907
Cantonese,1,1907
Proto-Polynesian,4,1907
Tibetan,2,1907
Samoan,1,1907
Balti,1,1907
Old Occitan,2,1907
Marathi,1,1907
Danish,4,1907
Occitan,1,1907
Semitic,2,1907
Swabian,2,1907
West Flemish,1,1907
Scots,2,1907
Lombard,2,1907
Neapolitan,1,1907
Yoruba,1,1907
Tagalog,1,1907
Bambara,1,1907
Turkish,1,1907
Lower Sorbian,1,1907
Walloon,1,1907
Urdu,1,1907
Manchu,1,1907
Malayalam,1,1907
Oneida,1,1907
Sinhalese,1,1907
Middle Welsh,1,1907
English,2012,1908
German,2454,1908
Norse,97,1908
Arabic,48,1908
Latin,2374,1908
Greek,457,1908
Anglo-Norman,342,1908
Itali,413,1908
Celtic,67,1908
Dutch,107,1908
Potawatomi,2,1908
French,855,1908
Moore,1,1908
Proto-Hellenic,64,1908
Old Tupi,2,1908
Japanese,12,1908
Welsh,10,1908
Min Nan,1,1908
Proto-Tibeto-Burman,1,1908
Unami,2,1908
Oscan,1,1908
Proto-Brythonic,5,1908
Seneca,1,1908
Persian,14,1908
Hebrew,68,1908
Akkadian,8,1908
Frankish,68,1908
Cornish,2,1908
Mandarin,3,1908
Irish,56,1908
Etruscan,5,1908
Norman,1,1908
Swedish,4,1908
Khoekhoe,1,1908
Iranian,11,1908
Russian,14,1908
Sumerian,8,1908
Taíno,5,1908
Gaulish,1,1908
Sanskrit,22,1908
Gaelic,8,1908
Vietnamese,1,1908
Old Welsh,1,1908
Spanish,38,1908
Armenian,1,1908
Polish,5,1908
Slavic,8,1908
Saxon,8,1908
Laurentian,2,1908
Proto-Turkic,4,1908
Portuguese,9,1908
Egyptian,4,1908
Lombardic,6,1908
Classical Nahuatl,4,1908
Mohegan-Pequot,2,1908
Norwegian,2,1908
Lakota,1,1908
Omaha-Ponca,2,1908
Phoenician,4,1908
Asturian,1,1908
Proto-Nuclear Polynesian,2,1908
Nahuatl,2,1908
Proto-Japonic,1,1908
Miami,1,1908
Choctaw,3,1908
Dakota,3,1908
Quechua,2,1908
Catalan,3,1908
Ojibwe,3,1908
Kongo,1,1908
Breton,2,1908
Proto-Sino-Tibetan,5,1908
Hungarian,2,1908
Urdu,1,1908
Plains Apache,1,1908
Chinese,6,1908
Danish,5,1908
Aramaic,3,1908
Ukrainian,1,1908
Saterland Frisian,3,1908
Ute,1,1908
Old Breton,2,1908
Algonquin,2,1908
Old Polish,1,1908
Czech,1,1908
Mundari,2,1908
Avar,1,1908
Pali,1,1908
Hindi,6,1908
Gwich'in,1,1908
Khmer,1,1908
Gothic,4,1908
Punjabi,1,1908
Provençal,1,1908
Caribbean Hindustani,1,1908
Old Tagalog,1,1908
Narragansett,1,1908
Mohawk,1,1908
Hawaiian,3,1908
Balti,1,1908
Ottoman Turkish,1,1908
Serbo-Croatian,3,1908
Azerbaijani,3,1908
Semitic,2,1908
Menominee,1,1908
Wyandot,1,1908
Old Occitan,2,1908
Venetic,1,1908
Hiligaynon,1,1908
Scots,4,1908
Navajo,1,1908
Proto-Austronesian,1,1908
Punic,1,1908
Yiddish,1,1908
Tibetan,1,1908
Old Turkic,1,1908
Malay,1,1908
Venetian,1,1908
Korean,2,1908
Proto-Algonquian,2,1908
Pictish,1,1908
Cherokee,1,1908
Maguindanao,1,1908
Mongolian,1,1908
Urartian,1,1908
Lombard,1,1908
Afrikaans,1,1908
Proto-Nahuan,1,1908
Malayalam,1,1908
Onondaga,1,1908
Lushootseed,1,1908
Powhatan,2,1908
Dharug,1,1908
Basque,1,1908
Bengali,1,1908
English,1957,1909
German,2394,1909
Norse,89,1909
Arabic,43,1909
Latin,2299,1909
Greek,458,1909
Itali,403,1909
Anglo-Norman,357,1909
Dutch,102,1909
Old Tupi,1,1909
Proto-Hellenic,61,1909
Celtic,66,1909
Moore,1,1909
French,835,1909
Potawatomi,2,1909
Oscan,3,1909
Frankish,55,1909
Unami,3,1909
Japanese,16,1909
Proto-Tibeto-Burman,1,1909
Hebrew,69,1909
Khoekhoe,1,1909
Proto-Brythonic,6,1909
Spanish,34,1909
Mandarin,3,1909
Irish,56,1909
Sumerian,8,1909
Seneca,1,1909
Persian,12,1909
Cornish,1,1909
Laurentian,2,1909
Norman,1,1909
Akkadian,8,1909
Armenian,1,1909
Min Nan,1,1909
Russian,9,1909
Iranian,8,1909
Swedish,4,1909
Gaulish,1,1909
Mohegan-Pequot,2,1909
Old Welsh,1,1909
Miami,1,1909
Proto-Austronesian,2,1909
Saxon,8,1909
Choctaw,2,1909
Ottoman Turkish,4,1909
Caribbean Hindustani,1,1909
Hindi,6,1909
Taíno,5,1909
Menominee,1,1909
Sanskrit,19,1909
Gaelic,11,1909
Classical Nahuatl,2,1909
Sicel,1,1909
Balti,2,1909
Algonquin,4,1909
Chinese,7,1909
Proto-Turkic,6,1909
Welsh,8,1909
Old Breton,1,1909
Portuguese,6,1909
Yiddish,1,1909
Polish,6,1909
Lower Sorbian,1,1909
Ojibwe,4,1909
Serbo-Croatian,1,1909
Slavic,7,1909
Plains Apache,1,1909
Proto-Sino-Tibetan,5,1909
Mohawk,1,1909
Lombardic,6,1909
Provençal,1,1909
Lakota,2,1909
Nahuatl,2,1909
Vietnamese,2,1909
Gothic,3,1909
Narragansett,1,1909
Phoenician,5,1909
Pali,1,1909
Danish,3,1909
Egyptian,8,1909
Avar,1,1909
Punic,1,1909
Sinhalese,1,1909
Dakota,2,1909
Aramaic,3,1909
Occitan,1,1909
Etruscan,3,1909
Kansa,1,1909
Omaha-Ponca,1,1909
Basque,2,1909
Cantonese,1,1909
Ute,1,1909
Punjabi,1,1909
Kongo,1,1909
Iberian,1,1909
Catalan,3,1909
Middle Welsh,1,1909
Navajo,1,1909
Wyandot,1,1909
Mundari,3,1909
Ukrainian,2,1909
Albanian,1,1909
Venetian,1,1909
Semitic,2,1909
Azerbaijani,2,1909
Demotic,2,1909
Old Polish,1,1909
Khmer,1,1909
Proto-Algonquian,1,1909
Proto-Nahuan,1,1909
Saterland Frisian,3,1909
Malay,1,1909
Hokkien,1,1909
Burmese,1,1909
Quechua,3,1909
Breton,2,1909
Scots,3,1909
Proto-Eastern Malayo-Polynesian,2,1909
Neapolitan,1,1909
Old Occitan,3,1909
Urartian,1,1909
Hawaiian,1,1909
Urdu,1,1909
Mongolian,1,1909
Proto-Mixe-Zoque,1,1909
Bulgarian,1,1909
Chibcha,1,1909
Hungarian,1,1909
Luwian,1,1909
Maori,1,1909
Old Turkic,1,1909
Old Tagalog,1,1909
Proto-Nuclear Polynesian,2,1909
Lushootseed,1,1909
Powhatan,1,1909
Lombard,1,1909
Bengali,1,1909
Onondaga,1,1909
English,1871,1910
German,2328,1910
Norse,96,1910
Latin,2197,1910
Arabic,50,1910
Itali,385,1910
Anglo-Norman,350,1910
Greek,423,1910
Potawatomi,2,1910
Celtic,65,1910
Dutch,89,1910
Old Tupi,2,1910
French,798,1910
Moore,1,1910
Persian,10,1910
Japanese,12,1910
Hebrew,69,1910
Unami,2,1910
Seneca,2,1910
Frankish,60,1910
Proto-Tibeto-Burman,1,1910
Proto-Mongolic,2,1910
Khoekhoe,1,1910
Proto-Hellenic,48,1910
Mandarin,10,1910
Min Nan,1,1910
Norman,1,1910
Sumerian,8,1910
Cornish,1,1910
Russian,13,1910
Oscan,1,1910
Swedish,3,1910
Spanish,30,1910
Proto-Turkic,8,1910
Laurentian,2,1910
Irish,56,1910
Akkadian,6,1910
Slavic,9,1910
Classical Nahuatl,3,1910
Proto-Brythonic,9,1910
Saxon,6,1910
Miami,2,1910
Ojibwe,4,1910
Iranian,10,1910
Gaelic,9,1910
Welsh,3,1910
Basque,2,1910
Armenian,1,1910
Danish,9,1910
Ute,1,1910
Sanskrit,16,1910
Old Welsh,2,1910
Taíno,9,1910
Algonquin,4,1910
Lombardic,6,1910
Serbo-Croatian,1,1910
Vietnamese,2,1910
Nahuatl,1,1910
Avar,1,1910
Choctaw,3,1910
Gaulish,2,1910
Mohawk,1,1910
Old Occitan,2,1910
Etruscan,2,1910
Chamorro,1,1910
Saterland Frisian,2,1910
Punic,2,1910
Catalan,2,1910
Omaha-Ponca,2,1910
Elamite,1,1910
Portuguese,5,1910
Luganda,1,1910
Egyptian,4,1910
Polish,5,1910
Semitic,5,1910
Aramaic,2,1910
Gothic,3,1910
Proto-Sino-Tibetan,6,1910
Urdu,1,1910
Hindi,3,1910
Mundari,2,1910
Onondaga,1,1910
Lakota,1,1910
Creek,1,1910
Quechua,4,1910
Menominee,1,1910
Mohegan-Pequot,2,1910
Czech,3,1910
Chinese,7,1910
Kongo,2,1910
Cree,1,1910
Lushootseed,1,1910
Mi'kmaq,1,1910
Proto-Polynesian,1,1910
Proto-Austronesian,1,1910
Hungarian,3,1910
Khmer,1,1910
Ukrainian,1,1910
Old Polish,1,1910
Proto-Nuclear Polynesian,2,1910
Punjabi,1,1910
Ancient Ligurian,1,1910
Oneida,1,1910
Demotic,1,1910
Balti,4,1910
Lombard,1,1910
Lower Sorbian,2,1910
Phoenician,3,1910
Norwegian,2,1910
Proto-Scythian,1,1910
Hawaiian,1,1910
Korean,2,1910
Plains Apache,1,1910
Dakota,1,1910
Wyandot,1,1910
Scots,3,1910
Proto-Siouan,1,1910
Iberian,1,1910
Luwian,1,1910
Pali,1,1910
Manchu,1,1910
Cebuano,1,1910
Caribbean Hindustani,1,1910
Old Median,1,1910
Navajo,1,1910
Proto-Mixe-Zoque,1,1910
Efik,1,1910
Occitan,1,1910
Livonian,1,1910
Breton,1,1910
Azerbaijani,1,1910
Nepali,1,1910
Cherokee,1,1910
West Flemish,1,1910
Old Breton,1,1910
Proto-Basque,1,1910
Galician,1,1910
English,1762,1911
German,2261,1911
Norse,92,1911
Latin,2094,1911
Arabic,44,1911
Itali,365,1911
Japanese,10,1911
Celtic,63,1911
Potawatomi,2,1911
Greek,407,1911
French,720,1911
Old Tupi,2,1911
Anglo-Norman,333,1911
Dutch,101,1911
Khoekhoe,1,1911
Irish,46,1911
Frankish,58,1911
Laurentian,2,1911
Moore,1,1911
Seneca,2,1911
Proto-Hellenic,51,1911
Persian,13,1911
Hebrew,61,1911
Akkadian,6,1911
Mandarin,6,1911
Unami,2,1911
Cornish,1,1911
Spanish,47,1911
Proto-Tibeto-Burman,1,1911
Norman,1,1911
Algonquin,4,1911
Russian,10,1911
Sumerian,9,1911
Classical Nahuatl,3,1911
Proto-Mongolic,1,1911
Swedish,4,1911
Old Welsh,2,1911
Saxon,9,1911
Dakota,2,1911
Proto-Turkic,6,1911
Mohegan-Pequot,1,1911
Oscan,1,1911
Serbo-Croatian,1,1911
Iranian,14,1911
Gaelic,6,1911
Armenian,1,1911
Taíno,5,1911
Danish,5,1911
Proto-Brythonic,7,1911
Quechua,3,1911
Slavic,10,1911
Portuguese,7,1911
Miami,1,1911
Nahuatl,3,1911
Manchu,2,1911
Menominee,1,1911
Ojibwe,4,1911
Balti,4,1911
Sanskrit,18,1911
Catalan,2,1911
Choctaw,2,1911
Lakota,1,1911
Omaha-Ponca,1,1911
Aramaic,3,1911
Lombardic,6,1911
Egyptian,4,1911
Vietnamese,2,1911
Min Nan,1,1911
Basque,5,1911
Galician,3,1911
Lushootseed,1,1911
Plains Apache,1,1911
Punic,2,1911
Narragansett,1,1911
Chinese,7,1911
Phoenician,3,1911
Provençal,2,1911
Mundari,1,1911
Proto-Sino-Tibetan,4,1911
Saterland Frisian,3,1911
Gothic,2,1911
Ute,1,1911
Welsh,5,1911
Mohawk,1,1911
Old Breton,1,1911
Polish,4,1911
Breton,2,1911
Punjabi,2,1911
Semitic,6,1911
Hungarian,3,1911
Demotic,1,1911
Ndonga,1,1911
Caribbean Hindustani,1,1911
Marathi,1,1911
Czech,2,1911
Cebuano,1,1911
Kansa,1,1911
Sinhalese,1,1911
Old Occitan,5,1911
Hindi,5,1911
Proto-Nuclear Polynesian,1,1911
Pali,1,1911
Lombard,1,1911
Lower Sorbian,1,1911
Malecite-Passamaquoddy,1,1911
Elamite,1,1911
Translingual,2,1911
Proto-Algonquian,1,1911
Maguindanao,1,1911
Old Tagalog,1,1911
Scots,4,1911
Ukrainian,2,1911
Uyghur,1,1911
Avar,1,1911
Powhatan,3,1911
Proto-Hurro-Urartian,1,1911
Creek,1,1911
Maori,3,1911
Gaulish,2,1911
Hawaiian,1,1911
Norwegian,1,1911
Chibcha,1,1911
Etruscan,2,1911
Samoan,1,1911
Korean,1,1911
Mvuba,2,1911
Wyandot,2,1911
West Flemish,1,1911
Opata,1,1911
Oneida,1,1911
Malay,1,1911
Khmer,1,1911
Urdu,3,1911
Luwian,1,1911
Ge'ez,1,1911
Georgian,1,1911
O'odham,1,1911
Swahili,1,1911
Yiddish,1,1911
Navajo,1,1911
English,1954,1912
German,2494,1912
Norse,108,1912
Latin,2224,1912
Arabic,60,1912
Celtic,75,1912
Itali,400,1912
Greek,445,1912
Proto-Hellenic,62,1912
Potawatomi,1,1912
Japanese,14,1912
Anglo-Norman,365,1912
French,824,1912
Moore,1,1912
Old Tupi,1,1912
Dutch,101,1912
Frankish,67,1912
Hebrew,62,1912
Persian,20,1912
Proto-Tibeto-Burman,1,1912
Seneca,1,1912
Proto-Mongolic,1,1912
Proto-Brythonic,9,1912
Khoekhoe,1,1912
Sumerian,7,1912
Oscan,1,1912
Mandarin,9,1912
Old Breton,2,1912
Norman,1,1912
Laurentian,2,1912
Classical Nahuatl,4,1912
Unami,3,1912
Akkadian,8,1912
Cornish,2,1912
Swedish,4,1912
Irish,65,1912
Spanish,42,1912
Saxon,5,1912
Proto-Turkic,5,1912
Russian,14,1912
Portuguese,9,1912
Galician,1,1912
Iranian,12,1912
Omaha-Ponca,2,1912
Armenian,1,1912
Menominee,1,1912
Miami,2,1912
Sanskrit,27,1912
Dakota,4,1912
Danish,6,1912
Serbo-Croatian,1,1912
Caribbean Hindustani,1,1912
Old Welsh,3,1912
Lakota,1,1912
Choctaw,1,1912
Vietnamese,3,1912
Taíno,9,1912
Welsh,6,1912
Egyptian,4,1912
Ojibwe,6,1912
Min Nan,2,1912
Gaelic,8,1912
Slavic,10,1912
Czech,3,1912
Korean,3,1912
Basque,1,1912
Algonquin,4,1912
Chinese,8,1912
Ute,1,1912
Nahuatl,1,1912
Avar,1,1912
Proto-Sino-Tibetan,7,1912
Manchu,1,1912
Phoenician,6,1912
Balti,4,1912
Hindi,5,1912
Mohegan-Pequot,1,1912
Mohawk,1,1912
Navajo,2,1912
Proto-Nuclear Polynesian,3,1912
Hawaiian,1,1912
Punjabi,2,1912
Narragansett,1,1912
Aramaic,2,1912
Old Median,2,1912
Norwegian,4,1912
Proto-Austronesian,2,1912
Old Occitan,3,1912
Gaulish,2,1912
Occitan,2,1912
Polish,6,1912
Old Polish,2,1912
Breton,3,1912
Wyandot,1,1912
Punic,2,1912
Lombardic,4,1912
Quechua,4,1912
Ukrainian,2,1912
Bengali,1,1912
Cantonese,2,1912
Elamite,1,1912
Burmese,1,1912
Ottoman Turkish,2,1912
Old Turkic,1,1912
Scots,6,1912
Etruscan,2,1912
Yucatec Maya,1,1912
Gothic,3,1912
Hungarian,4,1912
Nepali,1,1912
Catalan,2,1912
Saterland Frisian,4,1912
Onondaga,1,1912
Lombard,3,1912
Caddo,1,1912
Proto-Basque,1,1912
Lower Sorbian,1,1912
Picard,1,1912
Lushootseed,1,1912
Saanich,1,1912
Provençal,2,1912
Pali,1,1912
Malay,2,1912
Kansa,1,1912
Demotic,1,1912
Proto-Polynesian,1,1912
Urdu,1,1912
Semitic,2,1912
Urartian,1,1912
Klamath-Modoc,1,1912
Javanese,1,1912
Guugu Yimidhirr,1,1912
Gwich'in,1,1912
Thai,1,1912
Kongo,1,1912
Khmer,1,1912
Hokkien,1,1912
Azerbaijani,1,1912
Gamilaraay,1,1912
Proto-Philippine,2,1912
Plains Apache,1,1912
Yiddish,1,1912
Pictish,1,1912
Translingual,1,1912
English,1758,1913
German,2289,1913
Norse,87,1913
Latin,2058,1913
Arabic,38,1913
Itali,376,1913
Celtic,70,1913
Anglo-Norman,337,1913
Greek,407,1913
French,728,1913
Moore,1,1913
Old Tupi,1,1913
Potawatomi,2,1913
Dutch,83,1913
Persian,13,1913
Japanese,10,1913
Proto-Tibeto-Burman,1,1913
Norman,2,1913
Spanish,35,1913
Hebrew,70,1913
Proto-Turkic,9,1913
Frankish,64,1913
Cornish,1,1913
Ottoman Turkish,2,1913
Sumerian,9,1913
Mandarin,3,1913
Proto-Hellenic,56,1913
Proto-Brythonic,6,1913
Russian,6,1913
Akkadian,5,1913
Unami,4,1913
Seneca,1,1913
Laurentian,2,1913
Iranian,10,1913
Armenian,1,1913
Nahuatl,1,1913
Irish,50,1913
Oscan,1,1913
Khoekhoe,1,1913
Vietnamese,2,1913
Swedish,3,1913
Balti,4,1913
Gaelic,5,1913
Taíno,3,1913
Classical Nahuatl,1,1913
Miami,1,1913
Plains Apache,1,1913
Mohegan-Pequot,2,1913
Portuguese,9,1913
Serbo-Croatian,1,1913
Slavic,8,1913
Saxon,9,1913
Sanskrit,20,1913
Catalan,1,1913
Phoenician,3,1913
Hindi,3,1913
Mohawk,1,1913
Chinese,6,1913
Czech,1,1913
Min Nan,1,1913
Lombardic,6,1913
Provençal,2,1913
Punjabi,1,1913
Lakota,1,1913
Old Welsh,3,1913
Proto-Sino-Tibetan,5,1913
Translingual,1,1913
Algonquin,4,1913
Dakota,2,1913
Punic,2,1913
Ojibwe,3,1913
Caribbean Hindustani,1,1913
Old Armenian,1,1913
Hungarian,4,1913
Proto-Nuclear Polynesian,2,1913
Omaha-Ponca,1,1913
Avar,1,1913
Azerbaijani,2,1913
Welsh,5,1913
Cree,1,1913
Ute,1,1913
Mundari,2,1913
Proto-Scythian,1,1913
Danish,5,1913
Menominee,1,1913
Basque,1,1913
Old Breton,1,1913
Gothic,4,1913
Urartian,2,1913
Quechua,2,1913
Norwegian,5,1913
Aramaic,4,1913
Breton,2,1913
Scots,5,1913
Etruscan,3,1913
Galician,2,1913
Malecite-Passamaquoddy,1,1913
Elamite,1,1913
Saterland Frisian,1,1913
Picard,1,1913
Caddo,1,1913
Ottawa,1,1913
Proto-Algonquian,2,1913
Polish,2,1913
Cantonese,1,1913
Khmer,4,1913
Proto-Albanian,1,1913
Marathi,1,1913
Egyptian,3,1913
Old Occitan,4,1913
Luwian,1,1913
Bulgarian,1,1913
Old Georgian,1,1913
Kongo,1,1913
Gaulish,1,1913
Tamil,1,1913
Javanese,1,1913
Proto-Austronesian,2,1913
Old Median,1,1913
Kimbundu,1,1913
Mongolian,1,1913
Old Korean,1,1913
Middle Welsh,1,1913
Lombard,1,1913
Semitic,1,1913
Ukrainian,1,1913
Cebuano,1,1913
Old Turkic,1,1913
Samoan,2,1913
Gwich'in,1,1913
Wyandot,1,1913
Choctaw,1,1913
Oneida,1,1913
English,1768,1914
German,2328,1914
Norse,91,1914
Latin,2167,1914
Arabic,41,1914
Greek,417,1914
Anglo-Norman,341,1914
Itali,394,1914
Celtic,71,1914
French,740,1914
Potawatomi,2,1914
Moore,1,1914
Classical Nahuatl,3,1914
Dutch,98,1914
Japanese,19,1914
Spanish,51,1914
Nahuatl,1,1914
Proto-Tibeto-Burman,1,1914
Norman,1,1914
Persian,17,1914
Sumerian,8,1914
Old Tupi,2,1914
Cornish,2,1914
Proto-Brythonic,10,1914
Frankish,65,1914
Iranian,3,1914
Hebrew,73,1914
Mandarin,4,1914
Akkadian,6,1914
Russian,8,1914
Portuguese,9,1914
Proto-Hellenic,65,1914
Oscan,1,1914
Irish,64,1914
Proto-Turkic,7,1914
Unami,2,1914
Laurentian,2,1914
Min Nan,1,1914
Khoekhoe,3,1914
Seneca,1,1914
Welsh,12,1914
Swedish,5,1914
Menominee,1,1914
Basque,4,1914
Choctaw,2,1914
Armenian,3,1914
Mohawk,1,1914
Mohegan-Pequot,1,1914
Old Welsh,1,1914
Sanskrit,21,1914
Avar,1,1914
Miami,2,1914
Serbo-Croatian,1,1914
Taíno,8,1914
Phoenician,7,1914
Punic,2,1914
Proto-Sino-Tibetan,5,1914
Chinese,6,1914
Saxon,5,1914
Aramaic,3,1914
Gaelic,10,1914
Slavic,6,1914
Balti,3,1914
Ojibwe,1,1914
Kikuyu,1,1914
Lakota,1,1914
Hindi,3,1914
Caribbean Hindustani,1,1914
Saterland Frisian,3,1914
Gothic,3,1914
Quechua,3,1914
Omaha-Ponca,1,1914
Plains Apache,1,1914
Egyptian,5,1914
Ottoman Turkish,2,1914
Norwegian,3,1914
Tibetan,2,1914
Lombardic,3,1914
Romani,1,1914
Vietnamese,2,1914
Neapolitan,1,1914
Narragansett,1,1914
Breton,2,1914
Hawaiian,3,1914
Punjabi,1,1914
Old Occitan,4,1914
Dakota,3,1914
Czech,2,1914
Proto-Basque,1,1914
Kansa,1,1914
Algonquin,3,1914
Etruscan,3,1914
Old Turkic,2,1914
Sinhalese,1,1914
Catalan,1,1914
Proto-Nuclear Polynesian,2,1914
Dharug,1,1914
Tamil,1,1914
Pictish,1,1914
Lower Sorbian,1,1914
Hungarian,1,1914
Old Breton,1,1914
Proto-Austronesian,1,1914
Malayalam,2,1914
Caddo,1,1914
Galician,1,1914
Polish,4,1914
Ute,1,1914
Provençal,2,1914
Scots,4,1914
Hiligaynon,1,1914
Cebuano,2,1914
Old Median,1,1914
Maori,1,1914
Iberian,1,1914
Korean,1,1914
Azerbaijani,2,1914
Khmer,1,1914
Mandingo,1,1914
Picard,1,1914
Old Polish,1,1914
Burmese,1,1914
Opata,1,1914
Marathi,1,1914
Danish,2,1914
Ndonga,1,1914
Cantonese,1,1914
Old Georgian,1,1914
Waray-Waray,2,1914
Vandalic,1,1914
Belarusian,1,1914
Cayuga,1,1914
Semitic,1,1914
West Flemish,1,1914
Finnish,1,1914
Lombard,2,1914
Aymara,1,1914
Ukrainian,1,1914
Lushootseed,1,1914
Gaulish,1,1914
English,1854,1915
German,2328,1915
Norse,100,1915
Latin,2245,1915
Arabic,42,1915
Greek,395,1915
French,796,1915
Celtic,71,1915
Anglo-Norman,341,1915
Itali,392,1915
Moore,1,1915
Basque,4,1915
Potawatomi,2,1915
Proto-Tibeto-Burman,1,1915
Classical Nahuatl,3,1915
Khoekhoe,1,1915
Norman,2,1915
Irish,51,1915
Old Tupi,2,1915
Oscan,1,1915
Dutch,102,1915
Japanese,8,1915
Proto-Turkic,7,1915
Hebrew,55,1915
Cornish,3,1915
Armenian,1,1915
Swedish,8,1915
Spanish,38,1915
Persian,20,1915
Frankish,64,1915
Russian,7,1915
Unami,2,1915
Proto-Hellenic,64,1915
Iranian,14,1915
Proto-Brythonic,6,1915
Sumerian,9,1915
Seneca,1,1915
Akkadian,7,1915
Mandarin,2,1915
Nahuatl,2,1915
Old Welsh,2,1915
Proto-Scythian,2,1915
Laurentian,2,1915
Min Nan,1,1915
Old Polish,2,1915
Slavic,10,1915
Portuguese,7,1915
Saxon,10,1915
