count,lang,rel_lang,rel_type
28,Italian,Sicilian,derived_from
15,Italian,Sicilian,borrowed_from
2,Italian,Sicilian,has_affix
1,Italian,Sicilian,orthographic_borrowing_from
30,Italian,Gaulish,derived_from
2,Italian,Gaulish,etymologically_related_to
2,Italian,Bulgarian,etymologically_related_to
19,Italian,Middle French,derived_from
7,Italian,Middle French,borrowed_from
1,Italian,Middle French,etymologically_related_to
20,Italian,Middle High German,derived_from
7,Italian,Middle High German,borrowed_from
7,Italian,Middle High German,etymologically_related_to
3,Italian,Old Portuguese,derived_from
53,Italian,Old High German,derived_from
7,Italian,Old High German,borrowed_from
34,Italian,Old High German,etymologically_related_to
1,Italian,Icelandic,etymologically_related_to
2,Italian,Icelandic,derived_from
26,Italian,Venetian,borrowed_from
22,Italian,Venetian,etymologically_related_to
15,Italian,Venetian,derived_from
1,Italian,Venetian,calque_of
7,Italian,Old English,derived_from
9,Italian,Old English,etymologically_related_to
1,Italian,Old English,borrowed_from
5,Italian,Tamil,etymologically_related_to
3,Italian,Tamil,derived_from
17,Italian,Sardinian,etymologically_related_to
51,Italian,Sardinian,derived_from
5,Italian,Sardinian,borrowed_from
19,Italian,Occitan,etymologically_related_to
9,Italian,Occitan,borrowed_from
4,Italian,Occitan,derived_from
1,Italian,Mycenaean Greek,etymologically_related_to
1,Italian,Proto-Berber,derived_from
12,Italian,Egyptian,derived_from
1,Italian,Egyptian,borrowed_from
1,Italian,Egyptian,etymologically_related_to
12,Italian,Catalan,etymologically_related_to
5,Italian,Catalan,borrowed_from
7,Italian,Catalan,derived_from
7,Italian,Romansch,etymologically_related_to
1,Italian,Romansch,derived_from
5,Italian,Friulian,etymologically_related_to
1,Italian,Friulian,borrowed_from
1,Italian,Dalmatian,etymologically_related_to
23,Italian,Proto-West Germanic,derived_from
9,Italian,Proto-West Germanic,etymologically_related_to
8,Italian,Biblical Hebrew,derived_from
4,Italian,Irish,etymologically_related_to
5,Italian,Irish,derived_from
6,Italian,Middle Dutch,derived_from
2,Italian,Middle Dutch,borrowed_from
1,Italian,Breton,derived_from
45,Italian,Translingual,derived_from
132,Italian,Translingual,borrowed_from
18,Italian,Translingual,etymologically_related_to
46,Italian,Persian,derived_from
5,Italian,Persian,borrowed_from
12,Italian,Persian,etymologically_related_to
1,Italian,Persian,semi_learned_borrowing_from
2,Italian,Persian,compound_of
21,Italian,Old Norse,derived_from
11,Italian,Old Norse,etymologically_related_to
4,Italian,Classical Nahuatl,derived_from
1,Italian,Classical Nahuatl,etymologically_related_to
20,Italian,Romanian,etymologically_related_to
3,Italian,Romanian,derived_from
1,Italian,Romanian,borrowed_from
2,Italian,Maori,derived_from
1,Italian,Min Nan,borrowed_from
14,Italian,Hindi,derived_from
2,Italian,Hindi,etymologically_related_to
4,Italian,Hindi,borrowed_from
3,Italian,Welsh,etymologically_related_to
5,Italian,Akkadian,derived_from
1,Italian,Nahuatl,derived_from
1,Italian,Nahuatl,etymologically_related_to
25,Italian,Gothic,derived_from
13,Italian,Gothic,etymologically_related_to
2,Italian,Gothic,borrowed_from
4,Italian,Phoenician,derived_from
1,Italian,Phoenician,etymologically_related_to
1,Italian,Arawak,derived_from
1,Italian,Polish,derived_from
1,Italian,Polish,borrowed_from
4,Italian,Hungarian,derived_from
2,Italian,Franco-Provençal,borrowed_from
4,Italian,Franco-Provençal,derived_from
3,Italian,Franco-Provençal,etymologically_related_to
7,Italian,Greek,etymologically_related_to
4,Italian,Greek,borrowed_from
10,Italian,Greek,derived_from
1,Italian,Urdu,etymologically_related_to
3,Italian,Urdu,derived_from
1,Italian,Urdu,borrowed_from
33,Italian,Piedmontese,etymologically_related_to
8,Italian,Piedmontese,borrowed_from
1,Italian,Piedmontese,derived_from
2,Italian,Piedmontese,unadapted_borrowing_from
1,Italian,Kongo,etymologically_related_to
4,Italian,Proto-Slavic,derived_from
4,Italian,Provençal,borrowed_from
1,Italian,Provençal,derived_from
1,Italian,Provençal,etymologically_related_to
7,Italian,Ligurian,etymologically_related_to
4,Italian,Ligurian,derived_from
4,Italian,Ligurian,borrowed_from
1,Italian,Ligurian,orthographic_borrowing_from
7,Italian,Old Persian,derived_from
1,Italian,Old Persian,borrowed_from
1,Italian,Mandarin,derived_from
1,Italian,Mandarin,borrowed_from
1,Italian,Middle Low German,etymologically_related_to
1,Italian,Middle Low German,borrowed_from
1,Italian,Middle Low German,derived_from
3,Italian,Proto-Semitic,derived_from
5,Italian,Old Dutch,etymologically_related_to
2,Italian,Old Dutch,derived_from
1,Italian,Canadian French,borrowed_from
9,Italian,Serbo-Croatian,derived_from
6,Italian,Serbo-Croatian,etymologically_related_to
2,Italian,Serbo-Croatian,borrowed_from
7,Italian,Middle Persian,derived_from
1,Italian,Middle Persian,etymologically_related_to
4,Italian,Amharic,borrowed_from
3,Italian,Amharic,derived_from
1,Italian,Swedish,borrowed_from
1,Italian,Swedish,etymologically_related_to
4,Italian,Swedish,derived_from
1,Italian,Swedish,calque_of
3,Italian,Alemannic German,etymologically_related_to
1,Italian,Alemannic German,derived_from
2,Italian,Koine Greek,derived_from
1,Italian,Koine Greek,borrowed_from
1,Italian,Armenian,derived_from
1,Italian,Old East Slavic,derived_from
1,Italian,Renaissance Latin,borrowed_from
1,Italian,Renaissance Latin,derived_from
4,Italian,Old Spanish,borrowed_from
1,Italian,Old Spanish,etymologically_related_to
3,Italian,Old Spanish,derived_from
1,Italian,Sumerian,derived_from
5,Italian,Ladin,etymologically_related_to
1,Italian,Ladin,borrowed_from
1,Italian,Burmese,derived_from
1,Italian,Burmese,etymologically_related_to
1,Italian,Old Catalan,derived_from
1,Italian,Old Saxon,etymologically_related_to
1,Italian,Undetermined,derived_from
1,Italian,Moroccan Arabic,borrowed_from
1,Italian,Moroccan Arabic,derived_from
2,Italian,Moroccan Arabic,etymologically_related_to
3,Italian,Andalusian Arabic,derived_from
1,Italian,Wolof,derived_from
1,Italian,Norman,etymologically_related_to
1,Italian,Fon,etymologically_related_to
1,Italian,Raetic,derived_from
1,Italian,Sinhalese,etymologically_related_to
1,Italian,Slovene,derived_from
1,Italian,Hittite,etymologically_related_to
1,Italian,Cimbrian,derived_from
1,Italian,Cimbrian,etymologically_related_to
73,Malay,Latin,etymologically_related_to
185,Malay,Latin,derived_from
5,Malay,Latin,borrowed_from
1,Malay,Latin,learned_borrowing_from
12,Malay,Min Nan,derived_from
10,Malay,Min Nan,borrowed_from
2,Malay,Middle Chinese,derived_from
2,Malay,Middle Chinese,etymologically_related_to
282,Malay,English,derived_from
241,Malay,English,borrowed_from
39,Malay,English,etymologically_related_to
3,Malay,English,semantic_loan_of
37,Malay,English,calque_of
2,Malay,English,has_confix
2,Malay,English,compound_of
17,Malay,Middle English,etymologically_related_to
26,Malay,Middle English,derived_from
52,Malay,Old French,derived_from
16,Malay,Old French,etymologically_related_to
97,Malay,Proto-Indo-European,derived_from
27,Malay,Proto-Indo-European,etymologically_related_to
2,Malay,Proto-Indo-European,has_root
9,Malay,Spanish,derived_from
1,Malay,Spanish,etymologically_related_to
2,Malay,Spanish,borrowed_from
1,Malay,Southern Ohlone,etymologically_related_to
1,Malay,New Latin,learned_borrowing_from
5,Malay,New Latin,derived_from
1,Malay,New Latin,borrowed_from
1393,Malay,Malay,compound_of
417,Malay,Malay,etymologically_related_to
30,Malay,Malay,doublet_with
7,Malay,Malay,clipping_of
130,Malay,Malay,has_prefix
231,Malay,Malay,has_prefix_with_root
46,Malay,Malay,blend_of
103,Malay,Malay,has_suffix
2,Malay,Malay,back-formation_from
217,Malay,Malay,has_affix
1,Malay,Malay,inherited_from
23,Malay,Malay,has_confix
3,Malay,Malay,derived_from
91,Malay,Ancient Greek,derived_from
7,Malay,Ancient Greek,borrowed_from
35,Malay,Ancient Greek,etymologically_related_to
2,Malay,Ancient Greek,has_affix
2,Malay,Ancient Greek,compound_of
1,Malay,Old Persian,derived_from
2,Malay,Byzantine Greek,derived_from
252,Malay,Sanskrit,derived_from
29,Malay,Sanskrit,etymologically_related_to
103,Malay,Sanskrit,borrowed_from
8,Malay,Sanskrit,compound_of
1,Malay,Sanskrit,learned_borrowing_from
30,Malay,Portuguese,borrowed_from
17,Malay,Portuguese,derived_from
1,Malay,Portuguese,etymologically_related_to
401,Malay,Proto-Malayic,inherited_from
317,Malay,Proto-Malayic,derived_from
17,Malay,Proto-Malayic,etymologically_related_to
503,Malay,Proto-Malayo-Polynesian,inherited_from
51,Malay,Proto-Malayo-Polynesian,etymologically_related_to
337,Malay,Proto-Malayo-Polynesian,derived_from
254,Malay,Proto-Austronesian,inherited_from
159,Malay,Proto-Austronesian,derived_from
10,Malay,Proto-Austronesian,etymologically_related_to
146,Malay,Proto-Malayo-Chamic,derived_from
92,Malay,Proto-Malayo-Chamic,inherited_from
147,Malay,Proto-Malayo-Sumbawan,derived_from
89,Malay,Proto-Malayo-Sumbawan,inherited_from
45,Malay,Dutch,borrowed_from
31,Malay,Dutch,derived_from
6,Malay,Dutch,etymologically_related_to
6,Malay,Dutch,calque_of
245,Malay,Arabic,borrowed_from
125,Malay,Arabic,derived_from
13,Malay,Arabic,etymologically_related_to
1,Malay,Arabic,has_root
2,Malay,Pre-Angkorian Old Khmer,derived_from
1,Malay,Khmer,etymologically_related_to
1,Malay,Middle Dutch,inherited_from
10,Malay,Middle Dutch,derived_from
1,Malay,Middle Dutch,etymologically_related_to
10,Malay,Old Dutch,derived_from
15,Malay,Proto-Germanic,derived_from
2,Malay,Proto-Germanic,etymologically_related_to
8,Malay,Tamil,derived_from
29,Malay,Tamil,borrowed_from
4,Malay,Tamil,etymologically_related_to
2,Malay,Old Malay,derived_from
5,Malay,Proto-Indo-Aryan,derived_from
13,Malay,Proto-Indo-Iranian,derived_from
2,Malay,Proto-Indo-Iranian,etymologically_related_to
3,Malay,Japanese,borrowed_from
3,Malay,Japanese,derived_from
1,Malay,Japanese,etymologically_related_to
54,Malay,French,derived_from
6,Malay,French,etymologically_related_to
1,Malay,French,borrowed_from
1,Malay,Old Tupi,derived_from
6,Malay,Old Tupi,etymologically_related_to
5,Malay,Swedish,derived_from
2,Malay,Swedish,has_affix
4,Malay,Cantonese,borrowed_from
1,Malay,Cantonese,derived_from
28,Malay,Persian,derived_from
20,Malay,Persian,borrowed_from
4,Malay,Persian,etymologically_related_to
11,Malay,Medieval Latin,derived_from
13,Malay,Proto-Semitic,derived_from
10,Malay,Italian,derived_from
4,Malay,Italian,etymologically_related_to
1,Malay,Ottoman Turkish,derived_from
3,Malay,Vulgar Latin,derived_from
2,Malay,Cebuano,etymologically_related_to
2,Malay,Malayalam,derived_from
2,Malay,Malayalam,etymologically_related_to
2,Malay,Malayalam,borrowed_from
14,Malay,Old Javanese,derived_from
5,Malay,Old Javanese,borrowed_from
3,Malay,Old Javanese,etymologically_related_to
7,Malay,Pali,derived_from
2,Malay,Pali,borrowed_from
34,Malay,Javanese,borrowed_from
24,Malay,Javanese,derived_from
2,Malay,Javanese,etymologically_related_to
1,Malay,Javanese,has_prefix_with_root
1,Malay,Javanese,has_suffix
1,Malay,Czech,derived_from
1,Malay,Old Norse,derived_from
1,Malay,Old Norse,etymologically_related_to
4,Malay,Old Portuguese,derived_from
1,Malay,Old Portuguese,etymologically_related_to
11,Malay,Late Latin,derived_from
1,Malay,Dharug,derived_from
2,Malay,Proto-Mon-Khmer,etymologically_related_to
1,Malay,Proto-Mon-Khmer,derived_from
2,Malay,Proto-Afroasiatic,derived_from
5,Malay,Thai,derived_from
2,Malay,Thai,borrowed_from
1,Malay,Thai,etymologically_related_to
3,Malay,Hokkien,borrowed_from
4,Malay,Indonesian,derived_from
4,Malay,Indonesian,etymologically_related_to
6,Malay,Indonesian,borrowed_from
3,Malay,Indonesian,doublet_with
2,Malay,Indonesian,has_affix
4,Malay,Indonesian,compound_of
1,Malay,Proto-Slavic,etymologically_related_to
13,Malay,Middle French,derived_from
2,Malay,Middle French,etymologically_related_to
1,Malay,Quechua,derived_from
13,Malay,Hebrew,derived_from
9,Malay,German,derived_from
4,Malay,German,etymologically_related_to
8,Malay,Hindi,borrowed_from
5,Malay,Hindi,derived_from
1,Malay,Hindi,etymologically_related_to
4,Malay,Anglo-Norman,derived_from
1,Malay,Minangkabau,borrowed_from
1,Malay,Minangkabau,derived_from
1,Malay,Russian,etymologically_related_to
5,Malay,Old English,derived_from
4,Malay,Old Khmer,etymologically_related_to
1,Malay,Classical Syriac,derived_from
1,Malay,Classical Malay,etymologically_related_to
2,Malay,Classical Malay,derived_from
1,Malay,Avestan,etymologically_related_to
3,Malay,Tagalog,derived_from
1,Malay,Tagalog,etymologically_related_to
2,Malay,Middle Persian,derived_from
8,Malay,Mandarin,etymologically_related_to
2,Malay,Mandarin,derived_from
1,Malay,Afrikaans,etymologically_related_to
1,Malay,Gujarati,derived_from
1,Malay,Marathi,derived_from
1,Malay,Guaraní,etymologically_related_to
1,Malay,Brunei Malay,compound_of
2,Malay,Chinese,compound_of
1,Malay,Chinese,etymologically_related_to
1,Malay,Musi,etymologically_related_to
122,Norwegian Bokmål,Latin,borrowed_from
1799,Norwegian Bokmål,Latin,derived_from
972,Norwegian Bokmål,Latin,etymologically_related_to
1,Norwegian Bokmål,Latin,has_prefix
1,Norwegian Bokmål,Latin,has_prefix_with_root
2,Norwegian Bokmål,Latin,inherited_from
7,Norwegian Bokmål,Latin,learned_borrowing_from
8,Norwegian Bokmål,Latin,calque_of
6,Norwegian Bokmål,Latin,has_affix
229,Norwegian Bokmål,Ancient Greek,etymologically_related_to
669,Norwegian Bokmål,Ancient Greek,derived_from
25,Norwegian Bokmål,Ancient Greek,borrowed_from
2,Norwegian Bokmål,Ancient Greek,compound_of
1,Norwegian Bokmål,Ancient Greek,has_prefix
1,Norwegian Bokmål,Ancient Greek,has_prefix_with_root
1,Norwegian Bokmål,Ancient Greek,calque_of
25,Norwegian Bokmål,Phoenician,derived_from
17,Norwegian Bokmål,Egyptian,derived_from
410,Norwegian Bokmål,English,derived_from
143,Norwegian Bokmål,English,borrowed_from
124,Norwegian Bokmål,English,etymologically_related_to
36,Norwegian Bokmål,English,calque_of
48,Norwegian Bokmål,Spanish,derived_from
15,Norwegian Bokmål,Spanish,etymologically_related_to
6,Norwegian Bokmål,Spanish,borrowed_from
61,Norwegian Bokmål,Arabic,derived_from
39,Norwegian Bokmål,Arabic,etymologically_related_to
6,Norwegian Bokmål,Arabic,borrowed_from
4,Norwegian Bokmål,Arabic,has_root
1,Norwegian Bokmål,Arabic,unadapted_borrowing_from
2,Norwegian Bokmål,Classical Syriac,etymologically_related_to
3,Norwegian Bokmål,Classical Syriac,derived_from
69,Norwegian Bokmål,Norwegian Bokmål,doublet_with
1398,Norwegian Bokmål,Norwegian Bokmål,etymologically_related_to
4326,Norwegian Bokmål,Norwegian Bokmål,compound_of
2664,Norwegian Bokmål,Norwegian Bokmål,has_prefix_with_root
1854,Norwegian Bokmål,Norwegian Bokmål,has_suffix
9473,Norwegian Bokmål,Norwegian Bokmål,has_affix
939,Norwegian Bokmål,Norwegian Bokmål,has_prefix
113,Norwegian Bokmål,Norwegian Bokmål,has_confix
12,Norwegian Bokmål,Norwegian Bokmål,clipping_of
3,Norwegian Bokmål,Norwegian Bokmål,derived_from
8,Norwegian Bokmål,Norwegian Bokmål,named_after
4,Norwegian Bokmål,Norwegian Bokmål,blend_of
2,Norwegian Bokmål,Norwegian Bokmål,back-formation_from
1,Norwegian Bokmål,Greek,borrowed_from
7,Norwegian Bokmål,Greek,derived_from
2,Norwegian Bokmål,Greek,etymologically_related_to
40,Norwegian Bokmål,Proto-Hellenic,derived_from
2,Norwegian Bokmål,Proto-Hellenic,etymologically_related_to
689,Norwegian Bokmål,Proto-Indo-European,has_root
891,Norwegian Bokmål,Proto-Indo-European,derived_from
733,Norwegian Bokmål,Proto-Indo-European,etymologically_related_to
310,Norwegian Bokmål,Proto-Indo-European,inherited_from
7,Norwegian Bokmål,Proto-Indo-European,has_prefix_with_root
7,Norwegian Bokmål,Proto-Indo-European,has_suffix
681,Norwegian Bokmål,German,derived_from
84,Norwegian Bokmål,German,etymologically_related_to
66,Norwegian Bokmål,German,borrowed_from
2,Norwegian Bokmål,German,compound_of
26,Norwegian Bokmål,German,calque_of
20,Norwegian Bokmål,Middle High German,derived_from
7,Norwegian Bokmål,Middle High German,etymologically_related_to
20,Norwegian Bokmål,Old High German,derived_from
10,Norwegian Bokmål,Old High German,etymologically_related_to
509,Norwegian Bokmål,Proto-Germanic,inherited_from
199,Norwegian Bokmål,Proto-Germanic,etymologically_related_to
461,Norwegian Bokmål,Proto-Germanic,derived_from
1,Norwegian Bokmål,Proto-Germanic,has_prefix_with_root
1,Norwegian Bokmål,Proto-Germanic,has_suffix
390,Norwegian Bokmål,Proto-Italic,derived_from
24,Norwegian Bokmål,Proto-Italic,etymologically_related_to
828,Norwegian Bokmål,Old Norse,inherited_from
486,Norwegian Bokmål,Old Norse,etymologically_related_to
1869,Norwegian Bokmål,Old Norse,derived_from
4,Norwegian Bokmål,Old Norse,compound_of
2,Norwegian Bokmål,Old Norse,has_affix
1,Norwegian Bokmål,Old Norse,borrowed_from
1,Norwegian Bokmål,Old Norse,learned_borrowing_from
611,Norwegian Bokmål,Middle Low German,derived_from
97,Norwegian Bokmål,Middle Low German,etymologically_related_to
41,Norwegian Bokmål,Middle Low German,borrowed_from
2,Norwegian Bokmål,Middle Low German,compound_of
851,Norwegian Bokmål,French,derived_from
57,Norwegian Bokmål,French,etymologically_related_to
255,Norwegian Bokmål,French,borrowed_from
1,Norwegian Bokmål,French,calque_of
155,Norwegian Bokmål,Old French,derived_from
45,Norwegian Bokmål,Old French,etymologically_related_to
4,Norwegian Bokmål,Old French,borrowed_from
2,Norwegian Bokmål,Old French,inherited_from
4,Norwegian Bokmål,Frankish,etymologically_related_to
7,Norwegian Bokmål,Frankish,derived_from
69,Norwegian Bokmål,Middle French,derived_from
2,Norwegian Bokmål,Middle French,etymologically_related_to
15,Norwegian Bokmål,Vulgar Latin,derived_from
11,Norwegian Bokmål,Aramaic,derived_from
1,Norwegian Bokmål,Aramaic,etymologically_related_to
8,Norwegian Bokmål,Proto-Semitic,derived_from
8,Norwegian Bokmål,Proto-Afroasiatic,derived_from
70,Norwegian Bokmål,Late Latin,derived_from
6,Norwegian Bokmål,Late Latin,borrowed_from
29,Norwegian Bokmål,New Latin,derived_from
5,Norwegian Bokmål,New Latin,borrowed_from
1,Norwegian Bokmål,New Latin,calque_of
166,Norwegian Bokmål,Danish,derived_from
46,Norwegian Bokmål,Danish,etymologically_related_to
23,Norwegian Bokmål,Danish,borrowed_from
1,Norwegian Bokmål,Danish,calque_of
1,Norwegian Bokmål,Danish,has_prefix_with_root
1,Norwegian Bokmål,Danish,has_suffix
4,Norwegian Bokmål,Czech,derived_from
3,Norwegian Bokmål,Czech,etymologically_related_to
66,Norwegian Bokmål,Old Danish,derived_from
19,Norwegian Bokmål,Old Danish,etymologically_related_to
5,Norwegian Bokmål,Old Danish,inherited_from
64,Norwegian Bokmål,Dutch,derived_from
6,Norwegian Bokmål,Dutch,borrowed_from
13,Norwegian Bokmål,Dutch,etymologically_related_to
5,Norwegian Bokmål,Portuguese,borrowed_from
3,Norwegian Bokmål,Portuguese,etymologically_related_to
15,Norwegian Bokmål,Portuguese,derived_from
8,Norwegian Bokmål,Malay,derived_from
1,Norwegian Bokmål,Malay,etymologically_related_to
9,Norwegian Bokmål,Middle Norwegian,inherited_from
8,Norwegian Bokmål,Middle Norwegian,derived_from
1,Norwegian Bokmål,Middle Norwegian,etymologically_related_to
49,Norwegian Bokmål,Proto-West Germanic,derived_from
31,Norwegian Bokmål,Proto-West Germanic,etymologically_related_to
36,Norwegian Bokmål,Italian,etymologically_related_to
177,Norwegian Bokmål,Italian,derived_from
29,Norwegian Bokmål,Italian,borrowed_from
1,Norwegian Bokmål,Basque,etymologically_related_to
1,Norwegian Bokmål,Basque,derived_from
1,Norwegian Bokmål,Swahili,borrowed_from
6,Norwegian Bokmål,Hebrew,derived_from
4,Norwegian Bokmål,Hebrew,etymologically_related_to
1,Norwegian Bokmål,Burmese,etymologically_related_to
10,Norwegian Bokmål,Middle English,derived_from
6,Norwegian Bokmål,Middle English,etymologically_related_to
7,Norwegian Bokmål,Old English,etymologically_related_to
17,Norwegian Bokmål,Old English,derived_from
40,Norwegian Bokmål,Swedish,derived_from
31,Norwegian Bokmål,Swedish,etymologically_related_to
10,Norwegian Bokmål,Swedish,borrowed_from
2,Norwegian Bokmål,Swedish,calque_of
6,Norwegian Bokmål,Quechua,derived_from
1,Norwegian Bokmål,Quechua,etymologically_related_to
1,Norwegian Bokmål,Tibetan,derived_from
10,Norwegian Bokmål,Russian,derived_from
9,Norwegian Bokmål,Russian,borrowed_from
5,Norwegian Bokmål,Russian,etymologically_related_to
22,Norwegian Bokmål,Old Latin,derived_from
4,Norwegian Bokmål,Old Latin,etymologically_related_to
1,Norwegian Bokmål,Korean,derived_from
2,Norwegian Bokmål,Ecclesiastical Latin,derived_from
62,Norwegian Bokmål,Old Saxon,derived_from
9,Norwegian Bokmål,Old Saxon,etymologically_related_to
174,Norwegian Bokmål,Medieval Latin,derived_from
7,Norwegian Bokmål,Medieval Latin,borrowed_from
1,Norwegian Bokmål,Medieval Latin,learned_borrowing_from
7,Norwegian Bokmål,Medieval Latin,etymologically_related_to
1,Norwegian Bokmål,Medieval Latin,calque_of
1,Norwegian Bokmål,Kildin Sami,etymologically_related_to
118,Norwegian Bokmål,Low German,derived_from
3,Norwegian Bokmål,Low German,borrowed_from
19,Norwegian Bokmål,Low German,etymologically_related_to
2,Norwegian Bokmål,Low German,compound_of
12,Norwegian Bokmål,Etruscan,derived_from
2,Norwegian Bokmål,Sanskrit,borrowed_from
9,Norwegian Bokmål,Sanskrit,derived_from
8,Norwegian Bokmål,German Low German,etymologically_related_to
58,Norwegian Bokmål,German Low German,derived_from
2,Norwegian Bokmål,German Low German,borrowed_from
2,Norwegian Bokmål,Old Tupi,derived_from
2,Norwegian Bokmål,Proto-Norse,derived_from
10,Norwegian Bokmål,Proto-Norse,inherited_from
15,Norwegian Bokmål,Proto-Celtic,derived_from
2,Norwegian Bokmål,Proto-Celtic,etymologically_related_to
3,Norwegian Bokmål,Proto-Celtic,borrowed_from
18,Norwegian Bokmål,Old Swedish,derived_from
11,Norwegian Bokmål,Old Swedish,etymologically_related_to
53,Norwegian Bokmål,Norwegian,etymologically_related_to
1,Norwegian Bokmål,Norwegian,derived_from
4,Norwegian Bokmål,Norwegian,has_affix
1,Norwegian Bokmål,Albanian,etymologically_related_to
2,Norwegian Bokmål,Albanian,derived_from
1,Norwegian Bokmål,Proto-Albanian,derived_from
3,Norwegian Bokmål,Japanese,derived_from
1,Norwegian Bokmål,Japanese,etymologically_related_to
1,Norwegian Bokmål,Middle Chinese,etymologically_related_to
3,Norwegian Bokmål,Proto-Sino-Tibetan,derived_from
3,Norwegian Bokmål,Gaulish,derived_from
1,Norwegian Bokmål,Afrikaans,derived_from
1,Norwegian Bokmål,Afrikaans,calque_of
9,Norwegian Bokmål,Middle Dutch,derived_from
1,Norwegian Bokmål,Old Dutch,etymologically_related_to
3,Norwegian Bokmål,Old Dutch,derived_from
1,Norwegian Bokmål,Biblical Hebrew,borrowed_from
1,Norwegian Bokmål,Biblical Hebrew,derived_from
1,Norwegian Bokmål,Venetian,derived_from
3,Norwegian Bokmål,Byzantine Greek,derived_from
7,Norwegian Bokmål,Proto-Slavic,derived_from
4,Norwegian Bokmål,Turkish,derived_from
3,Norwegian Bokmål,Proto-Balto-Slavic,derived_from
2,Norwegian Bokmål,Hungarian,derived_from
1,Norwegian Bokmål,Renaissance Latin,derived_from
4,Norwegian Bokmål,Old Frisian,etymologically_related_to
4,Norwegian Bokmål,Old Frisian,derived_from
2,Norwegian Bokmål,Old East Norse,inherited_from
2,Norwegian Bokmål,Old East Norse,derived_from
3,Norwegian Bokmål,Translingual,etymologically_related_to
1,Norwegian Bokmål,Proto-Indo-Iranian,derived_from
2,Norwegian Bokmål,Chinese,etymologically_related_to
2,Norwegian Bokmål,Ottoman Turkish,derived_from
2,Norwegian Bokmål,Ottoman Turkish,etymologically_related_to
11,Norwegian Bokmål,Persian,derived_from
1,Norwegian Bokmål,Persian,etymologically_related_to
1,Norwegian Bokmål,Persian,borrowed_from
2,Norwegian Bokmål,Middle Persian,derived_from
2,Norwegian Bokmål,Middle Persian,etymologically_related_to
3,Norwegian Bokmål,Old East Slavic,derived_from
5,Norwegian Bokmål,Latvian,etymologically_related_to
1,Norwegian Bokmål,Latvian,derived_from
2,Norwegian Bokmål,Latvian,compound_of
1,Norwegian Bokmål,Livonian,derived_from
1,Norwegian Bokmål,Livonian,etymologically_related_to
4,Norwegian Bokmål,Estonian,derived_from
11,Norwegian Bokmål,Estonian,etymologically_related_to
2,Norwegian Bokmål,Proto-Finnic,etymologically_related_to
8,Norwegian Bokmål,Proto-Finnic,derived_from
1,Norwegian Bokmål,Old Persian,derived_from
1,Norwegian Bokmål,Serbo-Croatian,etymologically_related_to
1,Norwegian Bokmål,Serbo-Croatian,derived_from
1,Norwegian Bokmål,Classical Nahuatl,derived_from
1,Norwegian Bokmål,Classical Nahuatl,etymologically_related_to
3,Norwegian Bokmål,Yucatec Maya,derived_from
3,Norwegian Bokmål,Norwegian Nynorsk,borrowed_from
16,Norwegian Bokmål,Norwegian Nynorsk,etymologically_related_to
1,Norwegian Bokmål,Norwegian Nynorsk,derived_from
2,Norwegian Bokmål,Norwegian Nynorsk,has_affix
3,Norwegian Bokmål,Hindi,derived_from
1,Norwegian Bokmål,Hindi,etymologically_related_to
3,Norwegian Bokmål,Urdu,derived_from
1,Norwegian Bokmål,Urdu,etymologically_related_to
3,Norwegian Bokmål,Northern Sami,borrowed_from
1,Norwegian Bokmål,Northern Sami,derived_from
1,Norwegian Bokmål,Faroese,derived_from
3,Norwegian Bokmål,Faroese,etymologically_related_to
1,Norwegian Bokmål,Proto-Samic,derived_from
2,Norwegian Bokmål,Finnish,etymologically_related_to
3,Norwegian Bokmål,Andalusian Arabic,etymologically_related_to
3,Norwegian Bokmål,Andalusian Arabic,derived_from
4,Norwegian Bokmål,Akkadian,derived_from
2,Norwegian Bokmål,Q'eqchi,derived_from
6,Norwegian Bokmål,Amharic,derived_from
1,Norwegian Bokmål,Tamil,etymologically_related_to
1,Norwegian Bokmål,Tamil,derived_from
3,Norwegian Bokmål,Georgian,derived_from
8,Norwegian Bokmål,Mingrelian,etymologically_related_to
7,Norwegian Bokmål,Mingrelian,derived_from
3,Norwegian Bokmål,Abkhaz,derived_from
4,Norwegian Bokmål,Old Georgian,etymologically_related_to
3,Norwegian Bokmål,Old Georgian,derived_from
2,Norwegian Bokmål,Proto-Uralic,derived_from
3,Norwegian Bokmål,Scottish Gaelic,derived_from
1,Norwegian Bokmål,Undetermined,etymologically_related_to
2,Norwegian Bokmål,Old Irish,derived_from
3,Norwegian Bokmål,Old Irish,etymologically_related_to
1,Norwegian Bokmål,Provençal,etymologically_related_to
2,Norwegian Bokmål,Old Spanish,derived_from
2,Norwegian Bokmål,Powhatan,etymologically_related_to
1,Norwegian Bokmål,Middle Irish,etymologically_related_to
1315,Norwegian Nynorsk,Latin,derived_from
196,Norwegian Nynorsk,Latin,etymologically_related_to
1,Norwegian Nynorsk,Latin,has_prefix
1,Norwegian Nynorsk,Latin,has_prefix_with_root
83,Norwegian Nynorsk,Latin,borrowed_from
4,Norwegian Nynorsk,Latin,learned_borrowing_from
9,Norwegian Nynorsk,Latin,calque_of
114,Norwegian Nynorsk,Ancient Greek,etymologically_related_to
566,Norwegian Nynorsk,Ancient Greek,derived_from
12,Norwegian Nynorsk,Ancient Greek,borrowed_from
